genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,cluster,closest_mood
Movie,Daniel Lavoie,La danse du smatte,1kH3wpnse1BmzAp8RtxKym,12,0.237,0.549,205027,0.583,6.93e-06,C#,0.25,-8.852,1,0.0646,175.065,4/4,0.552,2.0,anxious
Movie,Dorothée,Les Filles Aiment Les Garçons,1ujd7DPB3HpPo7cEZEP7W7,2,0.15,0.685,171389,0.657,0.0,A,0.0625,-9.871,1,0.0524,200.005,4/4,0.941,8.0,anxious
Movie,Liz Callaway,There's A Boat Dat's Leavin' Soon For New York,1xt1gQW0ip7Lbj9BOyq25Z,2,0.95,0.244,190627,0.0264,0.0,G#,0.68,-30.971,0,0.0857,168.87,4/4,0.0541,5.0,anxious
Movie,Daniel Lavoie,Qui es-tu je seul,2tHqpacx0yWxZFQBlF6e3J,12,0.887,0.574,226627,0.264,0.00195,D,0.11,-15.918,0,0.0432,140.072,4/4,0.226,1.0,anxious
Movie,Daniel Lavoie,Chasse-galerie,3HnlUVBYdKzc3IHMjNO3Qt,1,0.576,0.53,369391,0.374,0.139,G#,0.121,-11.697,1,0.0461,144.659,5/4,0.182,1.0,anxious
Movie,Dorothée,Je veux chanter pour vous,3RlNgM1bswrYDElT7rY0Bj,4,0.115,0.676,246707,0.678,0.00125,G,0.141,-11.451,1,0.0285,145.04,4/4,0.973,8.0,anxious
Movie,Daniel Levi,Espérer encore,4P35hxuqKwt0xrb9REK4pE,17,0.812,0.403,251707,0.408,0.0,D#,0.116,-9.927,1,0.0502,140.822,4/4,0.428,1.0,anxious
Movie,Dorothée,Nicolas et Marjolaine - Live,54a1Hj7zHhrv30YzFIl3ok,4,0.17,0.238,266800,0.655,3.46e-06,A,0.789,-3.865,0,0.0372,203.529,4/4,0.675,0.0,anxious
Movie,Dorothée,Monsieur Bill,5BNb25OKD917KI4UX9yiXg,2,0.0416,0.537,181333,0.814,3.76e-05,E,0.313,-10.925,1,0.0367,169.961,4/4,0.953,8.0,anxious
Movie,Dorothée,Le tour du monde,5GqmngRYhsgNR2WLQTI1ad,1,0.219,0.667,208427,0.657,8.03e-06,D,0.219,-14.254,1,0.0293,145.966,4/4,0.97,8.0,anxious
Movie,Bruce Broughton,"3 Incongruities, ""Triptych"": No. 3. Rhythmically, with a bounce",6TlSPscwN6ZoNnsjMvceQm,0,0.972,0.349,689600,0.248,0.0965,D,0.0668,-12.303,1,0.0565,168.103,4/4,0.469,1.0,anxious
Movie,Dorothée,Quand j'étais chez mon père,6jfopnh1qorMhJAP4nFEZP,0,0.968,0.556,103491,0.442,0.0,G,0.132,-14.938,1,0.22,189.586,3/4,0.423,1.0,anxious
Movie,Chantal Goya,A Livanoff,6mcLojgfsI5xsaroN6Dxbj,3,0.756,0.491,258640,0.62,0.000329,D,0.089,-12.413,0,0.053,136.941,4/4,0.789,8.0,anxious
Movie,Chantal Goya,Animauxville - Live,1nkucuXUkThxf09W1NpwZS,7,0.643,0.421,158492,0.939,1.7e-06,C#,0.423,-9.537,1,0.115,146.864,4/4,0.345,2.0,anxious
Movie,Daniel Lavoie,Boule qui roule (feat. Renaud & Robert Charlebois),3y9nQUuvLeiW0WUzEExzBh,11,0.884,0.354,225413,0.117,0.00274,C,0.134,-16.021,1,0.0319,138.666,1/4,0.362,1.0,anxious
Movie,Daniel Lavoie,Qui sait (feat. Maurane),0FFYgoEIr4kSonuwyGNC1V,11,0.764,0.322,276693,0.512,1.38e-05,F,0.0963,-8.576,1,0.0368,179.669,4/4,0.225,2.0,anxious
Movie,Dorothée,"Fou, fou, fou",15gPDRJAJ2ROvlEPTWUq5n,1,0.167,0.685,153027,0.896,0.000491,C#,0.0507,-8.908,1,0.0315,142.005,4/4,0.978,8.0,anxious
Movie,Bruno Pelletier,Petit bonhomme,1eWD7hoT0X6BMvk5x43hwb,1,0.903,0.412,129507,0.0487,0.028,C,0.0697,-19.84,1,0.0587,179.119,4/4,0.317,1.0,anxious
Movie,Dorothée,Augen auf und durch - Groovebusters Remix,1pkhSPaNeAPdskOUDN2PlQ,0,0.00256,0.648,205440,0.825,0.0,C#,0.295,-5.766,0,0.0553,142.997,4/4,0.86,8.0,anxious
Movie,Daniel Lavoie,Leaders,2JHYhgdiblimCvXBrgH3Qv,0,0.915,0.369,188800,0.101,0.0,C,0.11,-13.932,1,0.0452,202.618,4/4,0.2,1.0,anxious
Movie,Dorothée,Le roi a fait battre tambour,3O5m3mVUdRaVCsS8hb51fq,1,0.728,0.364,195133,0.0763,0.0,A,0.0814,-22.85,0,0.0383,178.22,3/4,0.471,1.0,anxious
Movie,Emmanuel Moire,La vie ici,3XlR4sCHH4BLuNIplScvd5,4,0.843,0.274,495893,0.00179,9.5e-05,E,0.103,-10.386,1,0.0366,143.807,4/4,0.0696,1.0,anxious
Movie,Bruno Pelletier,Un homme ça pleure aussi,3h7tCQna9Y7K5K37K9c8sM,2,0.0526,0.157,246773,0.545,9.57e-06,A,0.0975,-8.562,0,0.0412,175.911,3/4,0.237,2.0,anxious
Movie,Liz Callaway,That's When Things Were Nice,3lCGKbsuRPiAQG5ju4sCL1,0,0.949,0.476,147619,0.132,0.0,G,0.16,-15.886,1,0.064,145.579,4/4,0.495,1.0,anxious
Movie,Dorothée,Dorothée Rock'n'Roll,4Ghu98n3KHGx4owJz7ol2M,0,0.0749,0.4,181903,0.73,1.81e-06,F,0.149,-12.468,1,0.0456,176.406,4/4,0.949,8.0,anxious
Movie,Daniel Lavoie,Bal des pendus,4rP5wcnim1VLTXaCZo9pyr,1,0.478,0.415,417100,0.614,2.49e-05,C#,0.0945,-8.684,1,0.0635,139.533,3/4,0.413,2.0,anxious
Movie,Dorothée,Augen auf und durch - Dance Mix,526m7xVZTHnLeTMBpdMkbf,0,1.42e-05,0.72,268573,0.914,0.0,C#,0.915,-7.57,0,0.0358,143.005,4/4,0.923,0.0,anxious
Movie,Bruno Pelletier,Arrête-toi,5BmdJVXnknQzmyhCpPwONm,0,0.0506,0.59,269827,0.783,0.000447,D#,0.0413,-8.902,0,0.0292,150.049,3/4,0.921,8.0,anxious
Movie,Daniel Lavoie,La nuit je mens,5RBo2QXMPwVhn15XgbS1nV,13,0.492,0.755,235653,0.309,0.0244,G#,0.106,-12.475,0,0.0385,139.988,4/4,0.567,3.0,anxious
Movie,Daniel Levi,Un Matin,69aO7mW1yyRRNyiiD9uQSW,4,0.101,0.324,279880,0.671,4.14e-05,D,0.116,-7.516,0,0.0433,171.788,4/4,0.253,8.0,anxious
Movie,Dorothée,Quand l'amour,6D8Mxc14KeSF4MbQmqcjhd,1,0.199,0.673,179320,0.879,0.0254,B,0.282,-8.842,1,0.0303,150.047,4/4,0.981,8.0,anxious
Movie,Dorothée,Les petits Ewoks - Live,6JB793S2ckrQp07LY7tRGq,3,0.117,0.51,208320,0.925,0.0,A#,0.266,-2.499,1,0.0336,141.057,4/4,0.358,2.0,anxious
Movie,Daniel Lavoie,Le procès - Live,0623fWtbREePHHA3wptHHa,7,0.665,0.418,89387,0.493,0.0,G#,0.492,-8.962,1,0.0342,171.212,3/4,0.0723,2.0,anxious
Movie,Emmanuel Moire,Plus Que Jamais,07hW6j1yFQyYSIHhYresmz,14,0.223,0.477,248880,0.64,0.0,B,0.109,-6.138,1,0.0342,140.044,4/4,0.318,2.0,anxious
Movie,Bruno Pelletier,J'ai posé des pierres,0Ma9CUrDowyHGfsAZmWb4v,3,0.462,0.51,188760,0.353,0.0,B,0.343,-8.477,1,0.0316,145.859,3/4,0.314,2.0,anxious
Movie,Chantal Goya,Ballet des chauves-souris,0QrWFFt1lFiN54Hwlm9kii,2,0.571,0.455,274160,0.273,1.64e-05,A,0.438,-14.917,0,0.069,141.494,4/4,0.103,1.0,anxious
Movie,Dorothée,L'héroïne de B.D.,0h7BL3ROWTZCNECD3xjiXr,0,0.137,0.78,200933,0.665,0.0,A#,0.216,-15.79,1,0.115,144.03,4/4,0.823,9.0,anxious
Movie,Bruno Pelletier,J'ai mal,1UV0sj9ekHg0gtpcQBeHMZ,0,0.039,0.786,249573,0.478,9e-05,C,0.0689,-11.175,1,0.0345,136.637,4/4,0.643,9.0,anxious
Movie,Dorothée,Great Balls of Fire,1oE01TDOcuTmLaQCOBjFj2,2,0.116,0.409,119067,0.854,0.0,C,0.528,-8.999,1,0.0661,168.303,4/4,0.811,8.0,anxious
Movie,Emmanuel Moire,Le Sourire - edit,2SuIBw9EOAn9y6NBpar4Xw,9,0.34,0.381,236472,0.7,0.0,A,0.0915,-5.17,1,0.0278,155.987,4/4,0.363,2.0,anxious
Movie,Dorothée,Où est le garçon ?,3N8fmFwCh7Wk72VGEVyp08,1,0.539,0.439,322733,0.851,1.9e-05,E,0.713,-11.787,0,0.106,147.081,4/4,0.467,0.0,anxious
Movie,Dorothée,Nicolas et Marjolaine,3UvlP5uFpGN4wsBChZ1mh1,4,0.41,0.381,241160,0.575,6.84e-06,A,0.258,-8.943,0,0.0334,208.197,4/4,0.931,8.0,anxious
Movie,Dorothée,Je suis amoureuse de toi,60V2xxkykSt9pucPryMFqT,4,0.0135,0.51,197000,0.764,0.0,A,0.317,-8.761,1,0.0316,148.757,4/4,0.843,8.0,anxious
Movie,Chantal Goya,Sur une photo,005ohct1rvrCo9hcTzqd0s,1,0.557,0.423,160253,0.673,0.0,E,0.179,-7.446,0,0.0808,138.675,4/4,0.676,8.0,anxious
Movie,Liz Callaway,The Piano,1bkmU3PHDEjQkQZiUhkprB,0,0.857,0.218,246925,0.268,0.0,G,0.114,-12.816,1,0.0348,175.212,4/4,0.365,1.0,anxious
Movie,Daniel Levi,Les Anges,1e5iT6ObKpbYb60lcrU6Lm,3,0.0425,0.513,254093,0.72,0.0,G,0.12,-7.664,0,0.0442,173.985,4/4,0.804,8.0,anxious
Movie,Daniel Levi,Quarante Et Quelques,1ykxoSqQmRQxYPkc6k5lXO,8,0.88,0.41,271893,0.182,0.0,C,0.118,-13.609,0,0.0322,137.898,4/4,0.159,1.0,anxious
Movie,Florent Mothe,Tu M'effaces,2P6nekXZoe47F2qV1Ab8do,11,0.0538,0.413,200840,0.503,0.0,A,0.109,-5.982,1,0.0283,139.709,4/4,0.149,2.0,anxious
Movie,Dorothée,Yeah yeah,2UlMaSlTHjI7Op7kNnyXXT,2,0.0663,0.597,171027,0.682,0.00303,C,0.153,-9.191,1,0.0303,159.065,4/4,0.974,8.0,anxious
Movie,Liz Callaway,"I Wish I Didn't Love You So (From ""From the Perils of Pauline"")",7G3k4af6rSuuURGvlOw87a,3,0.718,0.251,239933,0.189,0.000235,D#,0.108,-13.559,1,0.0317,138.422,3/4,0.0829,1.0,anxious
Movie,Dorothée,Il pleut bergère,3ctSCUslfQwzNrTsgvjmsR,0,0.951,0.412,135893,0.107,0.00181,C,0.131,-18.174,1,0.0425,182.603,3/4,0.469,1.0,anxious
Movie,Daniel Lavoie,Roulé Boulé,4Dl5lvlBhPXpoAIAP8z5c8,3,0.022,0.639,177480,0.543,0.000675,C,0.125,-11.696,1,0.0312,153.962,4/4,0.569,2.0,anxious
Movie,Daniel Lavoie,Dans une étable obscure,6BpCioDYfEMnyrMzEW8kdN,1,0.937,0.312,223655,0.218,0.083,C#,0.14,-13.369,1,0.0305,148.397,4/4,0.16,1.0,anxious
Movie,Alan Menken,Zahnarzt,1AvldERbbaiJj3B8w0gUHi,2,0.104,0.63,129600,0.637,3.66e-05,A,0.0251,-5.784,0,0.112,142.294,3/4,0.96,8.0,anxious
Movie,Audra McDonald,"""Now I'll Take a Little Break Right Here...""",1WpqjjdwaT0QsxpywFWjJf,0,0.574,0.58,17213,0.454,0.0,A,0.892,-21.925,0,0.964,175.19,1/4,0.607,4.0,anxious
Movie,Randy Newman,Help From High School (Gonged),2ZXVZzUeajopHN7YfomgkJ,1,0.876,0.222,57613,0.19,0.331,C,0.257,-14.63,1,0.0341,163.714,3/4,0.0434,5.0,anxious
Movie,Alan Menken,Mushnik und Sohn,6FNcjRWV0LlAJfgCxtMRh7,1,0.629,0.509,161507,0.699,0.0,C,0.24,-5.184,0,0.1,143.931,4/4,0.739,8.0,anxious
Movie,Marcel Boungou,Before Your Throne,7n8Uff61i5kFkrDJtrnEfs,4,0.208,0.45,346000,0.404,0.000916,G,0.553,-12.026,1,0.0364,169.828,4/4,0.301,2.0,anxious
Movie,Grégory Lemarchal,"Pardonne-moi - Live à l'Olympia, Paris / 2006",3kNfH7EkDs3VxPbiEEgeAi,15,0.067,0.48,273187,0.536,1.75e-05,C,0.933,-8.381,0,0.0387,140.132,4/4,0.0914,0.0,anxious
Movie,Dick Van Dyke,Put On A Face,4hlVChVjZxIEi5IhjjGLpo,1,0.764,0.496,196800,0.252,0.000139,F#,0.148,-14.254,0,0.101,173.191,4/4,0.743,8.0,anxious
Movie,Lorie,La reine,1vvILtb3bm3GIt5XbIHdaZ,2,0.000664,0.608,218907,0.954,0.0482,C#,0.0767,-3.089,0,0.0378,141.992,4/4,0.377,8.0,anxious
Movie,Lea Salonga,"Something More - From ""Something More""",4wYgEmm3uwRaJOaJ5SocUM,6,0.946,0.157,272370,0.246,0.00712,A,0.0977,-11.247,1,0.0356,176.968,3/4,0.143,1.0,anxious
R&B,khai dreams,Do You Wonder,08zeEYblrLGAwATpniIMCu,57,0.545,0.774,147429,0.281,0.0249,E,0.105,-12.527,1,0.0404,140.086,4/4,0.341,1.0,anxious
R&B,Derez De’Shon,Fed Up,1WA7xpYin8w1cAWPYDhppE,58,0.48,0.538,173187,0.439,0.0,D,0.174,-6.562,0,0.184,147.552,4/4,0.325,3.0,anxious
R&B,Jereena Montemayor,Rose,7A2IvpM6RovHipmdVEOao5,58,0.84,0.608,229161,0.157,5.97e-05,C,0.129,-11.953,1,0.0341,155.096,3/4,0.15,1.0,anxious
R&B,India.Arie,Video,4oiAlcisfimXQc1wyAtX9a,61,0.104,0.652,249960,0.621,5.3e-06,A,0.0382,-8.677,0,0.263,169.983,4/4,0.661,8.0,anxious
R&B,Tweet,Oops (Oh My) (feat. Missy Elliott),5Y0E3dOeynKuLDAXu0t0Bg,60,0.233,0.66,237800,0.536,0.00669,A#,0.111,-8.786,0,0.29,159.963,4/4,0.775,8.0,anxious
R&B,Derez De’Shon,Fallin' (feat. Russ),7lMt0sGRaFMXNMy6oVCZOJ,59,0.438,0.687,185973,0.446,0.0,C#,0.0877,-4.201,1,0.144,139.93,4/4,0.204,2.0,anxious
R&B,Amir Obe,WISH YOU WELL,5TidpShGz6Jxsbx8fzKDlC,61,0.0207,0.851,192600,0.359,0.0,C,0.105,-8.335,1,0.0832,137.034,4/4,0.159,2.0,anxious
R&B,DPR LIVE,Martini Blue,7zDu3l7DDlfSlt20YMKkWo,60,0.395,0.767,195205,0.551,0.0,B,0.13,-6.654,0,0.118,139.937,4/4,0.881,6.0,anxious
R&B,Jorja Smith,So Lonely,7MIgGXO0eKTD2xTEuJ48fD,61,0.941,0.451,199934,0.159,7.71e-06,D#,0.12,-10.443,1,0.0487,141.475,4/4,0.229,1.0,anxious
R&B,Toni Romiti,Perfect Time (feat. Russ),59LyiSLnYzBQvw52gmqBoG,56,0.433,0.722,183392,0.565,0.0,G#,0.145,-7.755,0,0.0506,154.97,4/4,0.493,8.0,anxious
R&B,Jessie Reyez,Fuck It,2iPo6qr1P0xQDWgbLCAJ7t,55,0.623,0.574,185240,0.231,0.0,F,0.145,-6.586,0,0.242,170.33,3/4,0.386,3.0,anxious
R&B,Toni Romiti,Broke Up With You,6nvNumYqEmT2iuPg78OzI7,54,0.301,0.687,207857,0.529,0.0,B,0.0973,-7.589,1,0.0798,170.202,4/4,0.27,2.0,anxious
R&B,Jinsang,Bliss,0Sual1ICmnvv1bZ8IEZsS5,57,0.566,0.588,89438,0.352,0.924,F#,0.111,-13.197,0,0.0546,170.71,4/4,0.581,7.0,anxious
R&B,Big Sean,Owe Me,1u0MOgWF1bbylVxpJG2ZjB,58,0.388,0.611,271693,0.611,0.0,G#,0.113,-8.751,1,0.143,142.187,4/4,0.38,2.0,anxious
R&B,Bryson Tiller,The Sequence,5vjV8rtLO9H1XVMFTXSbnZ,57,0.172,0.433,194013,0.499,0.0,C#,0.346,-8.499,0,0.357,195.842,4/4,0.545,8.0,anxious
R&B,Killumantii,Follow Me (feat.Jacquees ),2Z525NyDmk3l4aFUbltP7h,56,0.242,0.739,144878,0.332,0.0,F#,0.141,-9.382,0,0.302,150.214,4/4,0.387,3.0,anxious
R&B,Tammy Rivera,All These Kisses,62LLmWqVMwTypawUCk88WT,52,0.116,0.67,189884,0.499,0.0,G#,0.0906,-9.822,1,0.0563,149.912,4/4,0.355,2.0,anxious
R&B,Ty Dolla $ign,Lil Favorite (feat. MadeinTYO),5fyvUqw0Vu6qTM4DSkDUs2,57,0.0129,0.689,193853,0.769,0.0,C,0.282,-5.362,1,0.0329,156.074,4/4,0.435,2.0,anxious
R&B,Sade,The Big Unknown,3vvTGcClIV5mocdasOIDsb,60,0.667,0.591,261467,0.135,0.00112,A,0.108,-15.409,0,0.043,139.956,4/4,0.0691,1.0,anxious
R&B,Amir Obe,CIGARETTES,3TfTZ3fGLYtR1azsY8iEp4,60,0.0423,0.664,190000,0.38,0.000537,F#,0.122,-8.297,0,0.0625,144.045,4/4,0.236,3.0,anxious
R&B,TK Kravitz,Space (feat. Sexton),4nMdQX2N9sp3bYDnrQmUry,57,0.152,0.91,165648,0.563,0.0,F,0.149,-8.507,0,0.143,140.015,4/4,0.598,6.0,anxious
R&B,24hrs,Fitness (feat. Wiz Khalifa),6YVf5YQ0CJpS0MaxgU39gV,61,0.0243,0.633,204017,0.579,0.0,C,0.0974,-8.988,0,0.203,159.915,4/4,0.327,8.0,anxious
R&B,Meghan Trainor,Just a Friend to You,2f4FDuRjuV1yXfpoG49ABM,58,0.918,0.526,164733,0.271,0.0,C,0.0983,-9.403,1,0.0284,139.868,4/4,0.413,1.0,anxious
R&B,Koryn Hawthorne,Won't He Do It,5Vr9WTLcbpKRkQGvVen13W,51,0.12,0.629,209062,0.624,0.0,A,0.203,-4.975,0,0.0745,140.042,4/4,0.73,8.0,anxious
R&B,Yung Bleu,Be Like That,5xNGCr7cvnSAGpUh838UD5,53,0.084,0.696,229992,0.544,0.0,E,0.158,-7.515,0,0.41,142.975,4/4,0.54,8.0,anxious
R&B,Big Sean,Voices In My Head/Stick To The Plan,2pzuU8vLaG8W1P31X65ZP9,57,0.147,0.473,242307,0.534,0.0,C#,0.585,-8.622,1,0.249,145.166,4/4,0.118,0.0,anxious
R&B,Roy Woods,Undivided,4ZTETnwHx0TlJbSJORennq,58,0.529,0.688,177987,0.43,0.0,G,0.117,-8.602,1,0.159,170.052,3/4,0.312,2.0,anxious
R&B,ROLE MODEL,not a fan,1sUHNPEEcAEoo3h8RB4aqK,53,0.265,0.758,207871,0.438,0.00298,C#,0.0821,-8.242,0,0.118,144.018,4/4,0.154,3.0,anxious
R&B,Trevor Jackson,Warning,4TDKW0RMU1IA5yjenPxNwo,53,0.137,0.809,158313,0.737,0.0,F#,0.0523,-4.906,0,0.164,140.039,4/4,0.698,6.0,anxious
R&B,Roy Woods,Love You,4CluZnxfygZoo4OwFm0xUd,58,0.723,0.541,197721,0.399,6.02e-05,B,0.111,-10.414,1,0.131,203.893,4/4,0.392,2.0,anxious
R&B,Ms. Lauryn Hill,To Zion,7x6hO9VMAee9x1iWaeNkL6,62,0.127,0.41,369293,0.601,0.0,G,0.112,-10.714,1,0.504,173.273,4/4,0.516,2.0,anxious
R&B,Jack Garratt,Surprise Yourself,6YaC65M3ujeROidG3b09J0,58,0.262,0.346,260867,0.429,0.000827,G#,0.138,-12.187,1,0.0832,158.931,3/4,0.0885,2.0,anxious
R&B,HONNE,Feels So Good ◑,0NdAh5vk2C5hVNy54043lj,59,0.41,0.368,228390,0.419,2.31e-06,A,0.196,-8.348,1,0.0651,172.079,3/4,0.328,2.0,anxious
R&B,Bruno Major,Just The Same,3ujyLkOjxjuxQT4mlDKug2,59,0.637,0.426,205029,0.295,0.0,F,0.0941,-8.337,1,0.0764,174.379,3/4,0.355,2.0,anxious
R&B,Luther Vandross,Always and Forever,3xvcFlh6hHqxyiAFkqpsjZ,63,0.669,0.429,292733,0.413,7.9e-06,E,0.288,-9.566,1,0.032,149.312,3/4,0.155,2.0,anxious
R&B,Santino Le Saint,Maria Don't Call Me,2utBAoMyAEm4aqfX5vSqH8,55,0.0717,0.574,246273,0.565,0.00023,D#,0.126,-7.237,0,0.0636,156.808,4/4,0.167,3.0,anxious
R&B,Killumantii,Undercover Pressure,4sQlsXTcBxe6s0WVqSgXFT,53,0.31,0.795,176472,0.329,0.0,A,0.0914,-15.522,0,0.814,154.158,4/4,0.429,3.0,anxious
R&B,The Weeknd,Thursday,4fiYSa6ln7h0scprgNEs0g,55,0.472,0.307,320027,0.625,0.000577,F,0.144,-8.983,0,0.062,180.467,3/4,0.183,2.0,anxious
R&B,Bobby Brown,Roni,6mdNRnbiVerwM8kGCS1KwD,54,0.0115,0.717,358333,0.696,6.11e-05,A,0.0494,-11.94,1,0.0373,146.658,4/4,0.904,8.0,anxious
R&B,MISO,Take Me,7tIJDktakabGoHjwTTa35W,57,0.504,0.756,257647,0.426,0.0394,C#,0.0884,-8.75,0,0.0745,135.96,4/4,0.355,3.0,anxious
R&B,Jay Park,Drive (feat. Gray),0k6ItoyE50QuW50nGYLO2v,59,0.188,0.651,212334,0.749,0.0,F,0.0723,-3.707,0,0.0412,150.019,4/4,0.93,8.0,anxious
R&B,joan,drive all night,75ZKw8JLaFsYr51J44fQ4N,59,0.000184,0.542,178480,0.758,5.63e-06,A,0.144,-5.032,1,0.0313,156.128,4/4,0.43,2.0,anxious
R&B,Tobi Lou,Billy,1rmCgwtyg3QXe7iKu1dqpD,53,0.306,0.925,115618,0.453,6.99e-05,A,0.0972,-8.376,0,0.168,137.022,4/4,0.52,3.0,anxious
R&B,NIKI,Say My Name,0ym4YX3hAfliaRLylWVWfX,55,0.331,0.637,192453,0.457,2.73e-05,F#,0.0969,-10.11,0,0.07,149.893,4/4,0.314,3.0,anxious
R&B,Trevor Jackson,Right Now,0b4FXtGKqER9amOifVngHm,53,0.415,0.39,289312,0.532,0.0,A,0.108,-7.727,1,0.0681,148.714,4/4,0.178,2.0,anxious
R&B,Roy Woods,Russian Cream,3bJS7RCjB6aNp5J219AmN3,59,0.0676,0.673,156563,0.514,0.000182,C#,0.0866,-10.078,1,0.287,184.064,4/4,0.38,2.0,anxious
R&B,Jonathan McReynolds,Cycles (feat. DOE),0qbE5sHNJDbXhdVa3Ez9xI,51,0.27,0.342,376048,0.331,0.0,C#,0.713,-10.424,1,0.0347,142.91,4/4,0.338,0.0,anxious
R&B,Eric Bellinger,The Sexy Song,47xdEGMkIC5aeNw13xyDqq,51,0.0389,0.5,209815,0.234,1.23e-05,B,0.132,-7.065,0,0.164,148.756,4/4,0.39,3.0,anxious
Movie,Riders In The Sky,We're Burnin' Moonlight,1bbw1kxREyC4i965giciAS,1,0.393,0.73,134213,0.396,3.08e-05,F,0.0951,-9.898,0,0.13,167.671,4/4,0.532,8.0,anxious
Movie,Lorie,Fashion Victim',25k5Bk12hDPXUs9LoXCJuZ,11,0.000268,0.536,261067,0.94,0.0575,E,0.788,-4.397,0,0.0446,141.03,4/4,0.728,0.0,anxious
Movie,Randy Newman,The Professional Game,3PYw2udcw8lGn6ra69z12X,3,0.908,0.451,239040,0.146,0.366,A#,0.111,-13.178,1,0.0428,142.029,4/4,0.336,1.0,anxious
Movie,Audra McDonald,Blues Break,6Qfrsdi2SUTk0nfyGCygo1,2,0.591,0.384,151240,0.435,0.876,G,0.706,-18.487,0,0.067,166.686,4/4,0.85,7.0,anxious
Movie,Lorie,Toi & Moi (Radio Edit) - Radio Edit,7azApZMMQRrQQvO0D553x8,11,0.149,0.423,210747,0.808,0.0,E,0.222,-7.508,1,0.0618,160.195,4/4,0.345,2.0,anxious
Movie,Marcel Boungou,Devant ton autel,7d0g3iVbBi6fuhTdGjTC2S,8,0.0557,0.521,438560,0.398,0.000197,C,0.34,-11.039,0,0.0289,138.028,3/4,0.321,3.0,anxious
Opera,Giacomo Puccini,"""Nessun dorma!""",74WjYdm3Lvbwnds4thYPUU,63,0.961,0.171,180933,0.308,0.00546,D,0.319,-12.383,1,0.0456,171.798,5/4,0.0889,1.0,anxious
Opera,Gioachino Rossini,Semiramide: Overture (Live),2wG5UNal67Vkyjsdm3Ahat,2,0.896,0.259,746600,0.198,0.679,A,0.689,-19.621,1,0.0658,158.284,4/4,0.159,5.0,anxious
Opera,Giuseppe Maria Orlandini,"Rinaldo, HWV 7a, Act I (Ed. G. Sechi): Un lampo di speranza [Live]",1gB5aUIyFVxIdXx52Eh3UW,11,0.973,0.309,203051,0.165,0.00477,B,0.928,-16.767,1,0.114,173.676,5/4,0.444,0.0,anxious
Opera,Katherine Jenkins,"The Flower Duet (From ""Lakmé"")",11Er3qlX9yXQjhvHkmvcBD,49,0.961,0.225,230933,0.289,0.000746,B,0.102,-12.863,1,0.073,192.307,5/4,0.0771,1.0,anxious
Opera,Giuseppe Verdi,"Macbeth, Act IV: Dove siam? (Live)",1zb0cM36xQFTVkXzKPADlN,0,0.853,0.319,177800,0.44,0.0,A#,0.544,-13.46,1,0.106,169.423,3/4,0.209,1.0,anxious
Opera,Giuseppe Verdi,"Falstaff, Act II Pt. 1: È sogno? o realtà? (Live)",0qvwG0Q1YXZX2kIKCkunmL,2,0.952,0.313,386373,0.175,0.00235,C,0.649,-18.786,0,0.0586,140.001,4/4,0.141,1.0,anxious
Opera,Giuseppe Verdi,"Falstaff, Act II Pt. 2: Presenteremo un bill (Live)",4RVWnKTGxmg3fiERMmuDLI,2,0.922,0.436,218360,0.153,0.0,C,0.626,-25.469,1,0.33,145.668,5/4,0.267,1.0,anxious
Opera,Giuseppe Verdi,"Falstaff, Act III Pt. 1: Sarai la Fata (Live)",6SXUYtZhZE1sA8IAngCnBa,2,0.913,0.374,253267,0.122,6.72e-06,F,0.266,-26.152,1,0.155,141.807,4/4,0.243,1.0,anxious
Opera,Giuseppe Verdi,"Macbeth, Act II: Salve, O Re! (Live)",6n7HMeUm0Vo28AWUKRqg0D,0,0.92,0.525,117253,0.204,1.21e-05,F,0.646,-17.794,1,0.0514,139.811,4/4,0.509,1.0,anxious
Opera,Giuseppe Verdi,"Falstaff, Act III Pt. 2: Dal labbro il canto (Live)",2mjR8X1h5w6cfB6zS939MM,1,0.936,0.233,278133,0.0962,0.000257,G#,0.197,-28.676,1,0.0824,151.031,3/4,0.102,5.0,anxious
Opera,Giacomo Puccini,"Manon Lescaut / Act 2: ""In quelle trine morbide""",3nbcin8kl89hboxQBKaLR0,45,0.987,0.181,167787,0.114,0.0779,A#,0.1,-17.469,0,0.0501,168.13,4/4,0.0383,1.0,anxious
Opera,Tomaso Albinoni,"Concerto a cinque No. 2, Op. 9: I. Allegro e no presto",3Rxp9OMUjOrUTRNSIqS3NY,45,0.822,0.334,234347,0.265,0.772,C#,0.0543,-14.075,0,0.0462,169.477,4/4,0.507,5.0,anxious
Opera,Jules Massenet,Méditation,0DaLmo1JEiiob5yWevJNxH,44,0.971,0.194,252987,0.144,0.922,D,0.0967,-21.586,1,0.0501,172.819,5/4,0.043,5.0,anxious
Opera,Katherine Jenkins,This Mother's Heart,14QTYs34y1KHlntP6ojbd6,43,0.876,0.206,265519,0.317,0.0,G#,0.0944,-9.047,1,0.0374,175.228,3/4,0.221,1.0,anxious
Opera,Gioachino Rossini,Tancredi: Al campo mi chiama,44ptYc6gasMlCEF6sitE3O,5,0.958,0.369,225319,0.309,0.000242,A#,0.253,-13.54,1,0.0594,140.407,4/4,0.403,1.0,anxious
